language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,isMarine,isFreshwater,isTerrestrial
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7502c17e7ce37cd4edd8a62b7ff6b723,"Otiorhynchus dieckmanni Magnano, 1979",Animalia,Arthropoda,Insecta,Coleoptera,Polyphaga,Otiorhynchus,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,,,,"DELBOL, M. (2013). Catalogue des Curculionoidea de Belgique (Coleoptera: Polyphaga). Belgian journal of entomology, 13, 1-95.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:75989a27ab8b5bb055f8eaa4bddbc6bd,Lophocolea semiteres (Lehm.) Mitt.,Plantae,Bryophyta,,,,,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,1956/,Stieperaere & Jacques 1995,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:766bd661f426861a72e3bcf41913cdbb,Ustilago maydis (DC.) Corda,Fungi,Basidiomycota,,Ustilaginales,Ustilaginaceae,Ustilago,species,ICN,ISO_3166-2:BE,Belgium,BE,present,introduced,colonising,,1968-11-21/,"Vanderweyen A & Fraiture A (2014) Catalogue des Ustilaginales sl de Belgique. Lejeunia, Revue de Botanique.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:77ccd0407b41a5dde7f2a574433a2d4b,"Otiorhynchus meridionalis Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,contaminantOnPlants,,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:77ccd0407b41a5dde7f2a574433a2d4b,"Otiorhynchus meridionalis Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,,contaminantOnPlants,,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:77ccd0407b41a5dde7f2a574433a2d4b,"Otiorhynchus meridionalis Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,,contaminantOnPlants,2003/,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:78721c109a08e351615b414e81c8ba33,"Nagurus cristatus (Dollfus, 1889)",Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,Nagurus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,2015-02-05/,"De Smedt P, Arijs G, Segers S, Boeraeve P (2017) Woodlice of the green houses at Ghent Botanical Garden and Botanic Garden Meise with two new exotic species for Belgium (Isopoda: Oniscidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie, 153: 109-112.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:797b7793e700846ab8f407d68e6ea06a,"Spermophora senoculata (Dugès, 1836)",Animalia,Arthropoda,Arachnida,,Pholcidae,Spermophora,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,1998/,"Vanuytven, H. 2000. Spermophora senoculata (Dugés, 1836), alweer een in België ingevoerde soort (Araneae: Pholcidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 15(1):1-2.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7aa6ab0e614871879791b7e776b48f82,"Anacridium aegyptium (Linnaeus, 1764)",Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Anacridium,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,transportStowaway,2010/,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7aa6ab0e614871879791b7e776b48f82,"Anacridium aegyptium (Linnaeus, 1764)",Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Anacridium,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,transportStowaway,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7aea5e381c2a5a9594c555f1a1c5cd31,"Pellenes geniculatus (Simon, 1868)",Animalia,Arthropoda,Arachnida,,Salticidae,Pellenes,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2001/,"Alderweireldt, M. 2002. Reizende Salticidae: Pellenes geniculatus (Simon, 1868) nieuw voor de Belgische fauna (Araneae, Salticidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 17(3):65-66.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7bf757351f427338df3940f9aab34a25,Tandonia sowerbyi,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,Van Loen et al. 2006 rode lijst,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7cc09d9ea9111f118d55552bf28c7342,Aphanomyces astaci Schikora,Chromista,Heterokontophyta,,Saprolegniales,Leptolegniaceae,Aphanomyces,species,ICN,ISO_3166-2:BE,Belgium,BE,present,introduced,,parasitesOnAnimals,,,FALSE,TRUE,FALSE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7dc4109a8263eea9de33e54c3a7af33e,Dreissena polymorpha,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Adam, 1947",,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7ec84fdc7a5052ad2f87d9e86518e6dd,"Erigone dentosa O. Pickard-Cambridge, 1894",Animalia,Arthropoda,Arachnida,,Linyphiidae,Erigone,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2012/,"Kekenbosch, R. & Baert, L. 2013. Découverte d’Erigone dentosa (O.P.- Cambridge, 1894) (Araneae: Linyphiidae, Erigoninae) en Belgique. Nieuwsbrief van de Belgische Arachnologische Vereniging, 28(1,2): 32-34.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7f4506f8410b902e2a8717c152437b4a,"Bipalium kewense Moseley, 1878",Animalia,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Bipalium,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,cultivated,transportationHabitatMaterial,,Vandewoestijne (1907). La découverte en Belgique de Placocephalus kewensis. Société Royale zoologique et malacologique de Belgique.,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7f4506f8410b902e2a8717c152437b4a,"Bipalium kewense Moseley, 1878",Animalia,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Bipalium,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,captive,transportationHabitatMaterial,,Tom Van den Neucker,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7ff57a1db71818f397c94f82bbfc6ab2,Ctenolepisma lineata,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:824311a99094a22ffbfd288d1b664042,"Tropidosteptes pacificus (Van Duzee, 1921)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Tropidosteptes,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Aukema, B., Bruers, J., & Viskens, G. (2007). Nieuwe en zeldzame Belgische wantsen II (Hemiptera: Heteroptera). Bulletin de la Société Royale Belge d'Entomologie= Bulletin van de Koninklijke Belgische Vereniging voor Entomologie, 143, 83-91.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:83058f25f09209eb5bb906f7f227076b,Lepinotus reticulatus,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:846732b11003be3bd59d2a562e474115,Hercinothrips femoralis (O.M. Reuter 1891),Animalia,Arthropoda,Insecta,Thysanoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock, K. (2006) Belgian Thysanoptera in the collections of the royal belgian institute of natural sciences. Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 142: 34-37",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:86bd48e529effdadb17ae22c627a2cfc,Heliothrips haemorrhoidalis (Bouché 1833),Animalia,Arthropoda,Insecta,Thysanoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock, K. (2006) Belgian Thysanoptera in the collections of the royal belgian institute of natural sciences. Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 142: 34-37",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:88478f40930aef17317c6fd3da72d85d,"Callidiellum rufipenne Niisato, 2007",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Callidiellum,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,contaminantOnPlants,2006/,"Drumont, A., Smets, K., Scheers, K., Thomaes, A., Vandenhoudt, R. & Lodewijckx, M. (2014). Callidiellum rufipenne (Motschulsky, 1861) en Belgique: bilan de sa présence et de son installation sur notre territoire (Coleoptera, Cerambycidae, Cerambycinae). Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 150 (3): 239-249.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:88627d76bc3654a2ed35457cf7523ca5,Lithoglyphus naticoides,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Adam, 1947",,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:8873880655c02fba04991792070af84b,Olios,Animalia,Arthropoda,Arachnida,,Sparassidae,Olios,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,,2011/,ARABEL exotendatabank (2018-08-10),FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:8950c3e5fce034aa855b8e304d8e9ba0,Fulvius anthocoroides,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Fulvius,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Chérot, F., Aukema,B., Bruers,J.& Viskens,G. (2011) Exotic species of Aradidae nad Miridae recently found in Antwerp harbour, bull KBVE 147: 15-19",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:89bdc1862171e3030ccfe4608b733224,"Leptinotarsa decemlineata (Say, 1824)",Animalia,Arthropoda,Insecta,Coleoptera,Chysomelidae,Leptinotarsa,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,established,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:8be906708dd3ac00b6f4e2a51c98d60e,Crassostrea gigas,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,VLIZ list,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:8c25f1e6e28f072b9a462cdd61e1fa7e,"Cryptachaea veruculata (Urquhart, 1886)",Animalia,Arthropoda,Arachnida,,Theridiidae,Cryptachaea,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,1992/,"Van Keer, J. 1992. Achaearanea veruculata (Urquhart, 1885): nieuw voor België of toevallige gast? Nieuwsbrief van de Belgische Arachnologische Vereniging, 8(1):21.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:8da36a54202d74f1e3ff0f2e53d280ed,"Campylopus introflexus Bridel, 1819",Plantae,Bryophyta,,,,,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,1966/,"Jacques & Lambinon 1968, Stieperaere & Jacques 1995",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:8da36a54202d74f1e3ff0f2e53d280ed,"Campylopus introflexus Bridel, 1819",Plantae,Bryophyta,,,,,species,ICN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,,,Stieperaere & Jacques 1995,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:8dba1db798ac82fd23df611226c00e36,Leucothrips nigripennis O.M. Reuter 1904,Animalia,Arthropoda,Insecta,Thysanoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock, K. (2006) Belgian Thysanoptera in the collections of the royal belgian institute of natural sciences. Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 142: 34-37",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:9156bb39d7c48d6c00015f10356c378a,Chara braunii S.G.Gmel.,Plantae,Charophyta,,Charales,Charophyceae,Chara,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,contaminantOnAnimals,1864/,"Compère, P., 1992. Charophytes. Flora pratique des algues d’eau douce de Belgique, 4. Jardin botanique nationale de Belgique, B-1860 Meise.",FALSE,TRUE,FALSE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:9193662b53b3a13a1eb20fb8a6422ed7,Liposcelis paeta,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:91d26c444cd8116edde2f0a64f553d5f,"Artema atlanta Walckenaer, 1837",Animalia,Arthropoda,Arachnida,,Pholcidae,Artema,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,,2001/,"Van Keer K. & Van Keer, J., 2001. Ingeburgerde exotische trilspinnen (Araneae: Pholcidae) in de Antwerpse haven en enkele algemene bedenkingen bij spinnenmigratie. Nieuwsbrief van de Belgische Arachnologische Vereniging, 16: 81-86.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:91ee6ec970ae60ec93cf6fe6ce65b594,"Pheidole bilimeki Mayr, 1870",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,,,Bondroit 1911,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:93b6e751b04f63ec59eb0b55743724c1,Trochoidea elegans,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,Van Loen et al. 2006 rode lijst,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:93e8daa0c142afee8b7c23beaf6fd881,"Nysius huttoni FB White, 1878",Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Nysius,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,transportStowaway,2004-03-16/,"Aukema B, Bruers JM, Viskens G (2005b) A New Zealand endemic Nysius established in the NL and BE (Heteroptera: Lygaeidae). Belgian Journal of Entomology 7: 37–43.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:93e8daa0c142afee8b7c23beaf6fd881,"Nysius huttoni FB White, 1878",Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Nysius,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,colonising,transportStowaway,,"Aukema B, Bruers JM, Viskens G (2005b) A New Zealand endemic Nysius established in the NL and BE (Heteroptera: Lygaeidae). Belgian Journal of Entomology 7: 37–43.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:94cdbbb3e684874566729d8941de618b,"Xylocopa virginica (Linnaeus, 1771)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,timberTrade,,"Falkl, S. Veldgids bijen voor Nederland en Vlaanderen. EIS Naturalis & Natuurpunt.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:96d88ef770349c9178c4740fa6238967,"Otiorhynchus aurifer Boheman, 1843",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,contaminantOnPlants,,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:96d88ef770349c9178c4740fa6238967,"Otiorhynchus aurifer Boheman, 1843",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,,contaminantOnPlants,,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:96d88ef770349c9178c4740fa6238967,"Otiorhynchus aurifer Boheman, 1843",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,,contaminantOnPlants,,"Drumont et al. 2018 Note sur quelques espèces invasives d'Otiorhynchus Germar, 1822 en Belgique (Coleoptera: Curculionidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 154 : 97–104",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:990762e8bd98237f5e45c254d8b43d38,"Sceliphron caementarium (Drury, 1773)",Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,timberTrade,2015/,"Ravoet J., Barbier Y., Klein W. (2017) First observation of another invasive mud dauber wasp in Belgium: Sceliphron caementarium (Drury, 1773) (Hymenoptera: Sphecidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische vereniging voor entomologie 153 (2017): 40–42",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:9acf4ea73c290cdcdf5226cb0867d4b3,"Uloborus plumipes Lucas, 1846",Animalia,Arthropoda,Arachnida,,Uloboridae,Uloborus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,1984/,"Segers, H. 1986. Uloborus plumipes Lucas, nieuw voor de Belgische fauna. Nieuwsbrief van de Belgische Arachnologische Vereniging, 1(1):18-19.",FALSE,FALSE,TRUE
